YEAR,MN,DRF01,DRF02,DRF03,DRF04,DRF05,DRF06,DRF07,DRF08,DRF09,DRF10,DRF11,DRF12,DRF13,DRF14,DRF15,DRF16,DRF17,DRF18,DRF19,DRF20,DRF21,DRF22,DRF23,DRF24,DRF25,DRF26,DRF27,DRF28,DRF29,DRF30,DRF31
2017,4,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,
2017,5,0.0,1.5,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,21.0,7.0,2.0
2017,6,0.0,0.0,0.0,0.0,0.0,10.0,9.0,4.0,0.0,0.0,21.0,0.0,0.0,0.0,18.0,2.0,0.0,2.2,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,8.0,8.0,1.0,
2017,7,2.0,5.0,3.0,0.5,7.0,24.0,32.0,7.0,11.0,15.0,47.0,17.0,17.0,15.0,2.0,30.0,6.0,11.0,0.0,35.0,0.0,8.0,0.0,0.0,20.0,9.0,7.0,1.0,1.0,22.0,12.0
2017,8,2.0,0.0,5.0,13.0,56.0,10.0,0.0,24.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,16.0,11.0,2.0,0.0,1.0
2017,9,1.0,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,
2017,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2017,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,,,
2018,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,0.0,0.0,0.0,4.0,3.0,0.0,13.0,9.5,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,
2018,5,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,14.0
2018,6,0.0,5.0,9.0,0.0,3.0,0.0,0.0,5.5,1.5,0.0,0.0,0.0,0.0,16.0,57.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,
2018,7,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,7.0,3.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,16.0,5.5,4.2,28.3,19.5,15.0,10.1,13.2,0.0,5.3
2018,8,0.0,5.4,1.0,10.3,23.0,13.2,6.0,10.0,0.0,0.0,0.0,21.0,31.3,0.0,0.0,0.0,3.0,0.5,0.0,1.0,0.0,0.0,8.0,27.3,24.0,33.7,6.0,5.1,0.0,13.0,0.0
2018,9,2.0,0.0,0.0,7.0,11.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,2.2,11.0,0.5,0.0,0.0,0.0,0.0,0.0,2.1,3.5,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,13.0,8.3,6.5,9.0,0.0,5.0,0.0,0.0,0.0
2019,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,9.0,0.0,,,
2019,3,0.0,0.0,14.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2019,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,0.0,3.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,
2019,5,0.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0
2019,6,0.0,3.0,5.2,6.0,0.0,0.0,4.5,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.2,0.0,0.0,7.0,0.0,4.0,
2019,7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,20.0,1.0,10.0,0.0,0.0,6.0,6.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,42.0,0.0,15.0,4.0,0.0,8.5,0.0
